Area(23 Markets),Country/Area(23 Markets),Month (abbr),Purpose_of_visit_to_Japan,Visitor Arrivals,Year
Southeast Asia & India,Vietnam,Jun.,Others,333,2021
Southeast Asia & India,Vietnam,Jul.,Others,325,2021
Southeast Asia & India,Vietnam,Aug.,Others,388,2021
Southeast Asia & India,Vietnam,Sep.,Others,993,2021
Southeast Asia & India,Vietnam,Oct.,Others,955,2021
Southeast Asia & India,Vietnam,Nov.,Others,"1,692",2021
Southeast Asia & India,Vietnam,Dec.,Others,304,2021
Others,Others,Jan.,Others,"5,046",2021
Others,Others,Feb.,Others,"1,625",2021
Others,Others,Mar.,Others,"2,253",2021
Others,Others,Apr.,Others,"2,235",2021
Others,Others,May,Others,"1,779",2021
Others,Others,Jun.,Others,"1,159",2021
Others,Others,Jul.,Others,"1,126",2021
Others,Others,Aug.,Others,"2,023",2021
Others,Others,Sep.,Others,"3,374",2021
Others,Others,Oct.,Others,"5,020",2021
Others,Others,Nov.,Others,"5,225",2021
Others,Others,Dec.,Others,"4,004",2021
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Jan.,Others,83,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Feb.,Others,28,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Mar.,Others,41,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Apr.,Others,73,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,May,Others,50,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Jun.,Others,53,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Jul.,Others,114,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Aug.,Others,118,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Sep.,Others,85,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Oct.,Others,166,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Nov.,Others,105,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Dec.,Others,91,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Jan.,Others,73,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Feb.,Others,17,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Mar.,Others,32,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Apr.,Others,56,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,May,Others,35,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Jun.,Others,40,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Jul.,Others,100,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Aug.,Others,139,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Sep.,Others,168,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Oct.,Others,158,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Nov.,Others,256,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Dec.,Others,69,2021
Europe & Nordic Countries & Americas & Australia & Middle East,France,Jan.,Others,425,2021
Europe & Nordic Countries & Americas & Australia & Middle East,France,Feb.,Others,64,2021
Europe & Nordic Countries & Americas & Australia & Middle East,France,Mar.,Others,72,2021
Europe & Nordic Countries & Americas & Australia & Middle East,France,Apr.,Others,64,2021
Europe & Nordic Countries & Americas & Australia & Middle East,France,May,Others,109,2021
Europe & Nordic Countries & Americas & Australia & Middle East,France,Jun.,Others,110,2021
Europe & Nordic Countries & Americas & Australia & Middle East,France,Jul.,Others,272,2021
Europe & Nordic Countries & Americas & Australia & Middle East,France,Aug.,Others,972,2021
Europe & Nordic Countries & Americas & Australia & Middle East,France,Sep.,Others,377,2021
Europe & Nordic Countries & Americas & Australia & Middle East,France,Oct.,Others,242,2021
Europe & Nordic Countries & Americas & Australia & Middle East,France,Nov.,Others,210,2021
Europe & Nordic Countries & Americas & Australia & Middle East,France,Dec.,Others,145,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Jan.,Others,232,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Feb.,Others,34,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Mar.,Others,57,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Apr.,Others,53,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,May,Others,104,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Jun.,Others,101,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Jul.,Others,131,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Aug.,Others,269,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Sep.,Others,179,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Oct.,Others,149,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Nov.,Others,150,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Dec.,Others,71,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Jan.,Others,122,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Feb.,Others,21,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Mar.,Others,36,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Apr.,Others,43,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,May,Others,49,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Jun.,Others,45,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Jul.,Others,63,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Aug.,Others,173,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Sep.,Others,155,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Oct.,Others,115,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Nov.,Others,95,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Dec.,Others,49,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Jan.,Others,45,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Feb.,Others,23,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Mar.,Others,18,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Apr.,Others,14,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,May,Others,15,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Jun.,Others,18,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Jul.,Others,22,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Aug.,Others,37,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Sep.,Others,14,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Oct.,Others,15,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Nov.,Others,44,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Dec.,Others,34,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Jan.,Others,107,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Feb.,Others,23,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Mar.,Others,63,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Apr.,Others,67,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,May,Others,70,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Jun.,Others,90,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Jul.,Others,129,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Aug.,Others,229,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Sep.,Others,156,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Oct.,Others,126,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Nov.,Others,107,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Dec.,Others,64,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Jan.,Others,145,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Feb.,Others,27,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Mar.,Others,19,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Apr.,Others,24,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,May,Others,24,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Jun.,Others,27,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Jul.,Others,94,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Aug.,Others,161,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Sep.,Others,109,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Oct.,Others,81,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Nov.,Others,64,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Dec.,Others,35,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Jan.,Others,121,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Feb.,Others,74,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Mar.,Others,72,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Apr.,Others,79,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,May,Others,117,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Jun.,Others,105,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Jul.,Others,147,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Aug.,Others,212,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Sep.,Others,202,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Oct.,Others,215,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Nov.,Others,196,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Dec.,Others,67,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Jan.,Others,139,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Feb.,Others,33,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Mar.,Others,71,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Apr.,Others,49,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,May,Others,81,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Jun.,Others,55,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Jul.,Others,82,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Aug.,Others,151,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Sep.,Others,103,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Oct.,Others,77,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Nov.,Others,56,2021
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Dec.,Others,51,2021
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Jan.,Others,202,2021
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Feb.,Others,60,2021
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Mar.,Others,135,2021
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Apr.,Others,138,2021
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,May,Others,96,2021
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Jun.,Others,110,2021
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Jul.,Others,201,2021
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Aug.,Others,353,2021
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Sep.,Others,182,2021
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Oct.,Others,189,2021
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Nov.,Others,404,2021
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Dec.,Others,154,2021
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Jan.,Others,938,2021
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Feb.,Others,233,2021
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Mar.,Others,406,2021
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Apr.,Others,290,2021
Europe & Nordic Countries & Americas & Australia & Middle East,United States,May,Others,560,2021
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Jun.,Others,643,2021
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Jul.,Others,"1,426",2021
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Aug.,Others,"1,912",2021
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Sep.,Others,"1,314",2021
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Oct.,Others,"1,422",2021
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Nov.,Others,877,2021
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Dec.,Others,718,2021
All,All,Jan.,Others,"42,876",2021
All,All,Feb.,Others,"6,313",2021
All,All,Mar.,Others,"10,797",2021
All,All,Apr.,Others,"8,745",2021
All,All,May,Others,"7,655",2021
All,All,Jun.,Others,"6,473",2021
All,All,Jul.,Others,"7,493",2021
All,All,Aug.,Others,"11,238",2021
All,All,Sep.,Others,"14,920",2021
All,All,Oct.,Others,"17,320",2021
All,All,Nov.,Others,"16,981",2021
All,All,Dec.,Others,"10,320",2021
East Asia,China,Jan.,Business,649,2021
East Asia,China,Feb.,Business,201,2021
East Asia,China,Mar.,Business,327,2021
East Asia,China,Apr.,Business,296,2021
East Asia,China,May,Business,222,2021
East Asia,China,Jun.,Business,231,2021
East Asia,China,Jul.,Business,243,2021
East Asia,China,Aug.,Business,230,2021
East Asia,China,Sep.,Business,362,2021
East Asia,China,Oct.,Business,424,2021
East Asia,China,Nov.,Business,419,2021
East Asia,China,Dec.,Business,232,2021
East Asia,Hong Kong,Jan.,Business,31,2021
East Asia,Hong Kong,Feb.,Business,9,2021
East Asia,Hong Kong,Mar.,Business,9,2021
East Asia,Hong Kong,Apr.,Business,26,2021
East Asia,Hong Kong,May,Business,19,2021
East Asia,Hong Kong,Jun.,Business,9,2021
East Asia,Hong Kong,Jul.,Business,12,2021
East Asia,Hong Kong,Aug.,Business,14,2021
East Asia,Hong Kong,Sep.,Business,31,2021
East Asia,Hong Kong,Oct.,Business,38,2021
East Asia,Hong Kong,Nov.,Business,21,2021
East Asia,Hong Kong,Dec.,Business,18,2021
East Asia,South Korea,Jan.,Business,585,2021
East Asia,South Korea,Feb.,Business,94,2021
East Asia,South Korea,Mar.,Business,128,2021
East Asia,South Korea,Apr.,Business,117,2021
East Asia,South Korea,May,Business,122,2021
East Asia,South Korea,Jun.,Business,115,2021
East Asia,South Korea,Jul.,Business,92,2021
East Asia,South Korea,Aug.,Business,113,2021
East Asia,South Korea,Sep.,Business,235,2021
East Asia,South Korea,Oct.,Business,224,2021
East Asia,South Korea,Nov.,Business,284,2021
East Asia,South Korea,Dec.,Business,132,2021
East Asia,Taiwan,Jan.,Business,100,2021
East Asia,Taiwan,Feb.,Business,61,2021
East Asia,Taiwan,Mar.,Business,52,2021
East Asia,Taiwan,Apr.,Business,36,2021
East Asia,Taiwan,May,Business,32,2021
East Asia,Taiwan,Jun.,Business,29,2021
East Asia,Taiwan,Jul.,Business,35,2021
East Asia,Taiwan,Aug.,Business,34,2021
East Asia,Taiwan,Sep.,Business,49,2021
East Asia,Taiwan,Oct.,Business,77,2021
East Asia,Taiwan,Nov.,Business,53,2021
East Asia,Taiwan,Dec.,Business,32,2021
Southeast Asia & India,India,Jan.,Business,75,2021
Southeast Asia & India,India,Feb.,Business,33,2021
Southeast Asia & India,India,Mar.,Business,42,2021
Southeast Asia & India,India,Apr.,Business,21,2021
Southeast Asia & India,India,May,Business,31,2021
Southeast Asia & India,India,Jun.,Business,6,2021
Southeast Asia & India,India,Jul.,Business,4,2021
Southeast Asia & India,India,Aug.,Business,14,2021
Southeast Asia & India,India,Sep.,Business,46,2021
Southeast Asia & India,India,Oct.,Business,53,2021
Southeast Asia & India,India,Nov.,Business,72,2021
Southeast Asia & India,India,Dec.,Business,52,2021
Southeast Asia & India,Indonesia,Jan.,Business,26,2021
Southeast Asia & India,Indonesia,Feb.,Business,2,2021
Southeast Asia & India,Indonesia,Mar.,Business,2,2021
Southeast Asia & India,Indonesia,Apr.,Business,11,2021
Southeast Asia & India,Indonesia,May,Business,25,2021
